fin_year,month,state_name,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Number_of_Completed_Works,Number_of_Ongoing_Works,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks,percentage_active_job_cards,log_Total_Households_Worked
2024-2025,March,ASSAM,SIVASAGAR,1367995.0,250.179887441244,32.0,126.0,8119.0,5715.0,76510.0,8464.0,239483.0,14550.0,4783.645677003,43760.0,62468.0,84933.0,162652.0,227.5,125807.0,221832.0,13834.0,3512.24792,767645.0,77.0,45.68,17.75,100.0,Good,67.51055187708155,10.686498288754322
2024-2025,March,ASSAM,KARBI ANGLONG,2077107.0,248.550823740481,43.0,43.0,14430.0,15292.0,85717.0,8478.0,460323.625,113522.125,6088.983672993,52772.0,66440.0,92647.0,162613.0,227.5,149099.0,245658.0,29722.0,5743.815667,1459612.0,79.0,35.96,28.11,100.29,Good,62.13790836960678,10.873754975267016
2024-2025,March,ASSAM,CHIRANG,1387124.0,250.083361267053,41.0,33.0,26230.0,6367.0,82815.0,10627.0,460323.625,77647.0,6136.598880587,38318.0,56257.0,80976.0,166392.0,227.5,129884.0,255998.0,41694.0,3986.953987,911777.0,88.0,38.74,7.18,100.05,Good,62.34486156878445,10.553701135710886
2024-2025,March,ASSAM,MAJULI,693103.0,247.697327131041,43.0,24.0,11166.0,2773.0,96934.0,5247.0,428663.0,22568.0,2321.72788471,18543.0,28401.0,27406.0,45475.0,227.5,32145.0,51375.0,13939.0,1987.236024,377896.0,90.0,17.18,6.74,100.01,Good,85.2574272826256,9.827901565579532
2024-2025,March,ASSAM,BAJALI,395353.0,248.154088637231,32.0,40.0,9013.0,1284.0,8216.0,1933.0,5901.0,1683.0,1540.622419813,11241.0,16585.0,39562.0,75122.0,81.0,62406.0,110508.0,10297.0,904.122125000001,189367.0,90.0,33.6,0.41,100.04,Good,63.394545396276,9.32741204356202
2024-2025,March,ASSAM,BARPETA,1440737.0,248.837742468015,33.0,163.5,19588.0,4627.0,91195.0,8787.0,12722.0,2206.0,5298.397567452,42967.0,62625.0,165714.0,280010.0,227.5,258103.0,419840.0,24215.0,3605.544423,670562.0,88.0,38.33,1.05,100.02,Good,64.2046004889521,10.668210931585294
2024-2025,March,ASSAM,SONITPUR,2076845.0,246.686369021795,34.0,58.0,21254.0,7406.0,60998.0,5851.0,90040.0,9214.0,6600.484749553,65563.0,74593.0,127896.0,167366.0,227.5,233952.0,289598.0,28660.0,5577.9513,1348669.0,88.0,51.0,15.88,100.09,Good,54.66762412802626,11.09078204380925
2024-2025,March,ASSAM,LAKHIMPUR,1892594.0,247.532699742918,33.0,95.0,26230.0,12859.0,125480.0,15242.0,460323.625,80848.0,7299.768088522,69044.0,110420.0,142991.0,295951.0,227.5,226385.0,436358.0,42774.0,5762.697393,1237161.0,90.0,44.62,8.3,99.92,Good,63.162753716014755,11.142513744919452
2024-2025,March,ASSAM,DHEMAJI,3301707.0,248.490140707107,48.0,163.5,26230.0,19262.0,149327.375,15280.0,460323.625,113522.125,8405.946894008124,90563.0,139020.75,133307.0,290578.0,227.5,193391.0,394424.0,61619.25,7185.215666187501,1536031.75,92.0,40.57,1.56,100.22,Good,68.93133599805576,11.41381206207287
2024-2025,March,ASSAM,JORHAT,1241521.0,249.835702039465,29.0,66.0,6890.0,3204.0,80647.0,8333.0,187138.0,11731.0,4051.006197512,46595.0,53325.0,89875.0,136959.0,227.5,171286.0,240053.0,10094.0,3463.2150066,891721.0,73.0,58.36,11.65,100.03,Good,52.470721483367,10.749269979519667
2024-2025,March,ASSAM,TINSUKIA,1526088.0,250.444502376601,30.0,71.0,10677.0,5192.0,27965.0,2920.0,166359.0,17756.0,5236.123083447,60557.0,74063.0,113900.0,183014.0,227.5,206277.0,294411.0,15869.0,4588.213408,1147559.0,72.0,68.56,7.78,100.04,Good,55.21701401513499,11.011356862466915
2024-2025,March,ASSAM,BAKSA,2359377.0,248.609972451241,39.0,113.0,26230.0,9928.0,102289.0,6966.0,460323.625,71782.0,6394.114813735,57824.0,72534.0,98040.0,158446.0,227.5,147038.0,228201.0,41981.0,5733.177172,1483126.0,93.0,33.82,1.04,100.34,Good,66.676641412424,10.96517648709964
2024-2025,March,ASSAM,MAJULI,693103.0,248.174676804856,43.0,24.0,11323.0,2660.0,97366.0,5249.0,430173.0,22554.0,2332.32034471,18553.0,28419.0,27408.0,45469.0,227.5,32177.0,51449.0,13983.0,1997.828484,379107.0,90.0,17.13,6.72,100.01,Good,85.17885446126114,9.828440678213218
2024-2025,March,ASSAM,BAJALI,395353.0,248.013718355168,32.0,40.0,9015.0,1283.0,8216.0,1934.0,5901.0,1683.0,1541.623879813,11242.0,16586.0,39562.0,75124.0,81.0,62411.0,110528.0,10298.0,905.123585000001,189657.0,90.0,33.56,0.41,100.04,Good,63.38946660043903,9.32750099174976
2024-2025,March,ASSAM,KOKRAJHAR,3301707.0,248.731683509709,41.0,163.5,26230.0,14308.0,50561.0,5686.0,460323.625,113522.125,8405.946894008124,91497.0,136710.0,151212.0,307987.0,227.5,247172.0,489648.0,54419.0,7185.215666187501,1536031.75,89.0,59.35,4.68,100.65,Good,61.176832327286256,11.424072393101227
2024-2025,March,ASSAM,DARRANG,2621986.0,254.354234580938,40.0,76.0,11058.0,2695.0,60832.0,7278.0,8138.0,1033.0,8405.946894008124,64748.0,100544.0,143182.0,266867.0,227.5,219640.0,377551.0,13753.0,6635.758602,1300351.0,72.0,38.26,32.79,99.97,Good,65.18940083773448,11.07827353542708
2024-2025,March,ASSAM,NAGAON,3301707.0,249.855963809932,35.0,163.5,26230.0,9532.0,149327.375,18710.0,108555.0,11657.0,8405.946894008124,102912.25,139020.75,221324.0,356777.0,227.5,378000.5,553601.0,40409.0,7185.215666187501,1536031.75,86.0,30.99,21.63,100.25,Good,58.55124530258558,11.541641679324568
2024-2025,March,ASSAM,JORHAT,1241521.0,249.58686546841,29.0,66.0,6909.0,3187.0,80669.0,8333.0,188045.0,11736.0,4052.096817512,46613.0,53349.0,89885.0,136979.0,227.5,171287.0,240066.0,10096.0,3464.3056266,892938.0,73.0,58.33,11.63,100.03,Good,52.47625330585508,10.749656204178475
2024-2025,March,ASSAM,CHIRANG,1387124.0,250.013707367065,41.0,33.0,26230.0,6319.0,84373.0,10631.0,460323.625,77691.0,6179.867250587,38613.0,56731.0,81038.0,166539.0,227.5,129972.0,256184.0,41862.0,4030.115957,921779.0,88.0,39.61,8.3,100.05,Good,62.35035238359031,10.561370183995763
2024-2025,March,ASSAM,KAMRUP (METRO),206243.0,248.442591702372,39.0,0.0,3648.0,1619.0,84194.0,8542.0,47959.0,10099.0,705.306636844,6038.0,7406.0,17011.0,35280.0,34.0,51338.0,95186.0,5267.0,594.33679,138898.0,92.0,25.25,3.88,100.65,Good,33.13529938836729,8.705993714307901
2024-2025,March,ASSAM,Biswanath,2529900.0,248.071631705592,42.0,163.5,24988.0,9554.0,149327.375,12604.0,460323.625,35437.0,8405.946894008124,69348.0,97963.0,103705.0,164071.0,227.5,146147.0,215217.0,34542.0,7185.215666187501,1536031.75,88.0,38.16,9.59,100.65,Good,70.95937651816323,11.146907006028343
2024-2025,March,ASSAM,HOJAI,1180069.0,246.282623340877,32.0,163.5,22369.0,4557.0,149327.375,19634.0,53802.0,5458.0,4264.617317764,43521.0,59191.0,91515.0,152518.0,157.0,158953.0,246186.0,26926.0,3498.58012,748555.0,90.0,28.15,10.19,100.01,Good,57.57362239152454,10.681021836356239
2024-2025,March,ASSAM,MAJULI,693103.0,247.513929614772,43.0,24.0,11440.0,2553.0,97978.0,5252.0,431056.0,22557.0,2332.32034471,18566.0,28438.0,27418.0,45483.0,227.5,32182.0,51459.0,13993.0,1997.828484,380052.0,90.0,17.09,6.7,100.01,Good,85.1966938039898,9.829141090407472
2024-2025,March,ASSAM,TAMULPUR,850782.0,247.326326980926,31.0,14.0,23928.0,7818.0,110980.0,15266.0,448475.0,47943.0,2962.017583539,30023.0,41862.0,61538.0,117862.0,27.0,116410.0,197035.0,31746.0,2344.88112,558727.0,92.0,33.17,3.98,100.59,Good,52.86315608624689,10.309752340814857
2024-2025,March,ASSAM,DHEMAJI,3301707.0,248.803418673201,48.0,163.5,26230.0,19366.0,149327.375,15316.0,460323.625,113522.125,8405.946894008124,90249.0,139020.75,133792.0,293083.0,227.5,194450.0,397775.0,61619.25,7185.215666187501,1536031.75,92.0,40.34,1.49,100.23,Good,68.8053484186166,11.410338876195127
2024-2025,March,ASSAM,SIVASAGAR,1367995.0,250.012794670433,32.0,126.0,8101.0,5728.0,76137.0,8463.0,239233.0,14550.0,4776.552137003,43736.0,62428.0,84936.0,162644.0,227.5,125803.0,221815.0,13829.0,3505.15438,766586.0,77.0,45.69,17.76,100.0,Good,67.51508310612626,10.685949704772932
2024-2025,March,ASSAM,TINSUKIA,1526088.0,249.54238522321,30.0,69.0,10618.0,5236.0,27595.0,2920.0,165698.0,17739.0,5175.639153447,60247.0,73662.0,113791.0,182794.0,227.5,206122.0,294136.0,15854.0,4527.729478,1135958.0,72.0,68.49,7.77,100.04,Good,55.20565490340672,11.006224655781187
2024-2025,March,ASSAM,Dima Hasao,343010.0,246.939136962267,40.0,11.0,3656.0,5043.0,4560.0,595.0,423861.0,44225.0,1241.654263771,11006.0,14829.0,22718.0,47993.0,24.0,35221.0,71440.0,8699.0,1111.892852,196495.0,87.0,39.44,3.42,100.47,Good,64.50129184293462,9.306286713023391
2024-2025,March,ASSAM,CHIRANG,1387124.0,250.753400147171,41.0,33.0,26230.0,6355.0,82587.0,10623.0,460323.625,77650.0,6136.598880587,38143.0,55990.0,80950.0,166354.0,227.5,129873.0,255989.0,41675.0,3986.953987,909302.0,88.0,38.65,7.03,100.05,Good,62.33012250429265,10.549123750425021
2024-2025,March,ASSAM,HOJAI,1180069.0,246.795170495516,32.0,163.5,22346.0,4520.0,149327.375,19590.0,53636.0,5458.0,4222.852727764,43222.0,58720.0,91465.0,152520.0,132.0,158956.0,246240.0,26866.0,3456.81553,738450.0,90.0,28.34,10.0,100.0,Good,57.54108055059262,10.67412803996107
2024-2025,March,ASSAM,WEST KARBI ANGLONG,286646.0,242.248388177284,33.0,7.0,3064.0,5927.0,6247.0,1639.0,324669.0,42123.0,977.6743573,11346.0,14462.0,29666.0,57688.0,47.0,63707.0,114353.0,8991.0,932.95426,252083.0,92.0,46.12,3.51,99.73,Good,46.56631139435227,9.336708670790989
2024-2025,March,ASSAM,TAMULPUR,850782.0,246.948277078904,31.0,14.0,23893.0,7747.0,110016.0,15256.0,441718.0,47893.0,2926.488093539,29871.0,41597.0,61469.0,117732.0,26.0,116385.0,196984.0,31640.0,2309.35163,550996.0,92.0,33.41,3.86,100.6,Good,52.815225329724626,10.304676865781504
2024-2025,March,ASSAM,NALBARI,1724230.0,247.257530800399,32.0,36.0,26230.0,4649.0,61311.0,7301.0,34268.0,4361.0,5732.424202576,54120.0,74465.0,118138.0,206195.0,209.0,175556.0,290123.0,31962.0,4354.0444,934322.0,83.0,38.22,18.52,100.0,Good,67.2936271047415,10.89897755957152
2024-2025,March,ASSAM,Morigaon,1767028.0,251.101383884066,34.0,65.0,26230.0,8876.0,149327.375,26613.0,348720.0,32719.0,6550.12847913,66775.0,97440.0,143395.0,251008.0,227.5,217753.0,352188.0,48174.0,5737.71182,1209595.0,92.0,46.56,18.49,100.36,Good,65.85213521742524,11.109099013530573
2024-2025,March,ASSAM,SIVASAGAR,1367995.0,250.057132274295,32.0,131.0,8514.0,5518.0,78781.0,8475.0,245189.0,14563.0,4941.701509153,45261.0,64757.0,85180.0,163058.0,227.5,125873.0,221934.0,14032.0,3665.79755,804356.0,77.0,45.68,17.89,100.0,Good,67.67138306070404,10.720223107340692
2024-2025,March,ASSAM,CACHAR,1475438.0,247.551202641558,33.0,62.0,26230.0,8488.0,149327.375,13423.0,35225.0,3139.0,5448.347482501,61818.0,68071.0,146493.0,187339.0,108.0,343663.0,416978.0,61619.25,5188.7623258,927677.0,92.0,29.78,14.72,100.63,Good,42.6269339440091,11.031966039560452
2024-2025,March,ASSAM,KAMRUP (METRO),206243.0,249.991704962224,40.0,1.0,3657.0,1609.0,89617.0,8574.0,49583.0,10129.0,736.021606844,6179.0,7613.0,17062.0,35402.0,34.0,51360.0,95256.0,5266.0,625.05176,144836.0,92.0,26.95,3.81,100.65,Good,33.22040498442367,8.729073550451737
2024-2025,March,ASSAM,UDALGURI,2950061.0,249.191779726691,40.0,63.0,26230.0,10539.0,130493.0,12090.0,460323.625,112532.0,8405.946894008124,79710.0,108959.0,147669.0,277683.0,227.5,234844.0,410987.0,59254.0,7185.215666187501,1536031.75,92.0,43.34,11.93,100.07,Good,62.87961370101003,11.286162872820631
2024-2025,March,ASSAM,Biswanath,2529900.0,247.724298288183,42.0,163.5,25150.0,9965.0,149327.375,12554.0,460323.625,35674.0,8405.946894008124,70843.0,100179.0,104051.0,164603.0,227.5,147869.0,217262.0,35115.0,7185.215666187501,1536031.75,88.0,36.9,9.44,100.65,Good,70.36701404621658,11.168235555576523
2024-2025,March,ASSAM,BAJALI,395353.0,247.65147411853,32.0,42.0,9072.0,1267.0,8496.0,1939.0,6418.0,1688.0,1567.437045113,11518.0,16997.0,39635.0,75380.0,82.0,62498.0,110792.0,10339.0,930.936750300001,195566.0,90.0,36.5,0.42,100.04,Good,63.41802937694007,9.351753124926507
2024-2025,,ASSAM,DHUBRI,2222508.0,250.516366447531,30.0,94.0,21510.0,7394.0,20909.0,2841.0,2047.0,309.0,7192.73804589901,74568.0,107168.0,199067.0,363323.0,223.0,372748.0,636791.0,28904.0,5672.55732300001,1119886.0,81.0,28.0,23.29,100.24,Good,53.405249659287236,11.219480150229336
2024-2025,,ASSAM,SONITPUR,2059820.0,248.037986758847,32.0,58.0,20687.0,7634.0,57023.0,5835.0,85121.0,9177.0,6238.370489553,63739.0,72445.0,127098.0,166311.0,201.0,232994.0,288397.0,28321.0,5215.83704,1254768.0,89.0,50.97,15.32,100.09,Good,54.54990257259844,11.062567587971328
2024-2025,,ASSAM,Morigaon,1753223.0,251.739509441792,31.0,56.0,26230.0,8815.0,149327.375,26285.0,287639.0,32322.0,5591.06230983,59674.0,86560.0,142896.0,249566.0,227.5,219892.0,354331.0,44407.0,4780.27651,998577.0,92.0,43.05,18.81,100.35,Good,64.98462881778327,10.99666845120703
2024-2025,,ASSAM,CHIRANG,1377322.0,250.405598846583,40.0,33.0,26230.0,6690.0,75956.0,10520.0,460323.625,77381.0,5396.864784113,36523.0,53460.0,80512.0,165358.0,227.5,129498.0,255204.0,41431.0,3746.258067,856608.0,89.0,35.79,5.58,100.06,Good,62.17238876276081,10.505724857736231
2024-2025,,ASSAM,Biswanath,2510135.0,245.425352838002,40.0,163.5,19748.0,9802.0,149327.375,12542.0,460323.625,34815.0,8405.946894008124,66409.0,93622.0,102423.0,162137.0,227.5,145211.0,213753.0,29550.0,6657.697723,1536031.75,87.0,40.64,10.41,100.4,Good,70.53391272011073,11.103602926534759
2024-2025,,ASSAM,HOJAI,1170744.0,248.001381555983,31.0,163.5,22262.0,3807.0,149327.375,19329.0,50385.0,5431.0,3795.194374964,38814.0,52744.0,90393.0,150718.0,76.0,158493.0,245283.0,26069.0,3048.0585,647160.0,90.0,27.57,7.87,99.99,Good,57.03280271052981,10.566562048839781
2024-2025,March,ASSAM,GOALPARA,1527907.0,246.937001956541,34.0,78.0,25078.0,4846.0,41536.0,6925.0,419115.0,50667.0,5184.922425571,47022.0,69156.0,113547.0,228064.0,227.5,219840.0,392781.0,29924.0,4002.14997,851154.0,90.0,60.75,3.52,99.98,Good,51.64983624454148,10.758392122695934
2024-2025,March,ASSAM,BARPETA,1440737.0,248.922089870768,34.0,163.5,19820.0,4523.0,93540.0,8805.0,13037.0,2222.0,5591.869629967,43706.0,63836.0,165896.0,280451.0,227.5,260194.0,423125.0,24343.0,3723.080403,693470.0,88.0,38.68,1.19,100.02,Good,63.75858013635979,10.685263551322105
2024-2025,March,ASSAM,Morigaon,1767028.0,250.363484878145,34.0,65.0,26230.0,8906.0,149327.375,26639.0,352469.0,32731.0,6580.41830913,67114.0,98005.0,143429.0,251210.0,227.5,218049.0,352702.0,48208.0,5768.00165,1219822.0,92.0,47.41,18.56,100.36,Good,65.77833422762774,11.114162844921736
2024-2025,March,ASSAM,NAGAON,3301707.0,249.269071600929,36.0,163.5,26230.0,9576.0,149327.375,18752.0,114708.0,11739.0,8405.946894008124,102912.25,139020.75,222188.0,358005.0,227.5,378000.5,554634.0,41751.0,7185.215666187501,1536031.75,87.0,31.11,21.41,100.24,Good,58.77981642881424,11.541641679324568
2024-2025,March,ASSAM,JORHAT,1241521.0,249.689335501769,30.0,69.0,7079.0,2933.0,83358.0,8351.0,197322.0,11771.0,4209.554977512,47477.0,54382.0,90195.0,137568.0,227.5,172103.0,241335.0,10012.0,3621.7637866,934078.0,73.0,58.51,11.81,100.03,Good,52.40756988547556,10.768021724837249
2024-2025,March,ASSAM,SIVASAGAR,1367995.0,250.154024968183,32.0,131.0,8515.0,5534.0,78795.0,8482.0,245231.0,14546.0,4947.634719153,45294.0,64801.0,85189.0,163085.0,227.5,126104.0,222264.0,14049.0,3671.73076,805571.0,77.0,46.04,17.82,100.0,Good,67.55455814248556,10.720951930103388
2024-2025,March,ASSAM,Sribhumi,1879686.0,247.07169494136,36.0,51.0,26230.0,8500.0,149327.375,22916.0,26244.0,1816.0,8265.121861551,68753.0,82439.0,135955.0,181210.0,227.5,221853.0,277359.0,48777.0,6191.932927,1177628.0,94.0,61.37,5.25,100.02,Good,61.28156932743754,11.138290195654504
2024-2025,March,ASSAM,HOJAI,1180069.0,246.44373924392,34.0,163.5,22482.0,4827.0,149327.375,19706.0,58696.0,5555.0,4655.181719859,45520.0,62260.0,91776.0,152882.0,201.0,158598.0,245471.0,27309.0,3863.54286,827894.0,90.0,27.99,12.66,100.01,Good,57.867060114251125,10.725929036924466
2024-2025,March,ASSAM,MAJULI,693103.0,248.595355499093,44.0,24.0,12155.0,2204.0,100072.0,5268.0,441672.0,22528.0,2384.27243471,18655.0,28598.0,27427.0,45460.0,227.5,36945.0,56661.0,14359.0,2049.780574,388499.0,91.0,16.77,6.57,100.01,Good,74.23737988902423,9.833923089150218
2024-2025,March,ASSAM,WEST KARBI ANGLONG,286646.0,241.774263480929,34.0,7.0,3078.0,6540.0,8426.0,1725.0,376923.0,43569.0,1155.7739767,13289.0,17162.0,30766.0,59833.0,60.0,63919.0,114797.0,9618.0,1102.97419,298579.0,92.0,49.54,3.27,99.85,Good,48.13279306622444,9.494767151707292
2024-2025,March,ASSAM,BONGAIGAON,567136.0,255.616814472536,27.0,27.0,22294.0,2773.0,45221.0,9978.0,7481.0,2155.0,2752.480258432,22483.0,32956.0,82583.0,164680.0,89.0,155181.0,302895.0,25067.0,1595.956362,300668.0,92.0,35.54,7.99,100.04,Good,53.217210869887424,10.020559224121966
2024-2025,March,ASSAM,Morigaon,1767028.0,250.297152185417,33.0,62.0,26230.0,8879.0,149327.375,26545.0,337380.0,32637.0,6393.49249913,65900.0,96077.0,143153.0,250530.0,227.5,217839.0,352164.0,48031.0,5581.07584,1178368.0,92.0,45.42,18.75,100.37,Good,65.71504643337511,11.095908894882296
2024-2025,March,ASSAM,SIVASAGAR,1367995.0,248.748054212658,32.0,127.0,8436.0,5574.0,77367.0,8470.0,242909.0,14557.0,4867.868149153,44705.0,63906.0,85094.0,162896.0,227.5,125827.0,221833.0,14010.0,3591.96419,791405.0,77.0,45.58,17.81,100.0,Good,67.62777464296215,10.707862999781783
2024-2025,March,ASSAM,KARBI ANGLONG,2077107.0,248.109765488523,44.0,43.0,14483.0,15677.0,88003.0,8508.0,460323.625,113522.125,6274.859902993,53883.0,67981.0,93145.0,163403.0,227.5,149269.0,246006.0,30160.0,5929.691897,1509423.0,80.0,35.68,27.79,100.33,Good,62.40076640159712,10.89458886681846
2024-2025,March,ASSAM,Dima Hasao,343010.0,245.127394324395,41.0,11.0,3796.0,5081.0,4850.0,599.0,452063.0,44431.0,1306.679313771,11433.0,15476.0,22850.0,48227.0,25.0,35231.0,71448.0,8877.0,1176.917902,209541.0,87.0,38.4,3.43,100.48,Good,64.85765377082683,9.344346651823917
2024-2025,March,ASSAM,HAILAKANDI,2913146.0,256.323606980704,36.0,100.0,20699.0,5309.0,149327.375,15292.0,22571.0,2403.0,8405.946894008124,76850.0,105882.0,124345.0,206986.0,109.0,167670.0,259468.0,26008.0,7185.215666187501,1106163.0,86.0,52.53,4.44,99.98,Good,74.1605534681219,11.249623761243825
2024-2025,March,ASSAM,KAMRUP,2541996.0,249.832814086652,39.0,73.0,26230.0,6907.0,149327.375,21480.0,340802.0,40995.0,7359.193200461,67762.0,94010.0,164130.0,310381.0,227.5,356385.0,631809.0,34319.0,6723.99786,1436735.0,88.0,34.03,25.0,100.65,Good,46.05412685719096,11.123771602253786
2024-2025,March,ASSAM,DARRANG,2621986.0,253.882735406866,40.0,76.0,10895.0,2798.0,60398.0,7285.0,8078.0,1033.0,8405.946894008124,64446.0,100003.0,143239.0,267094.0,227.5,219763.0,377902.0,13693.0,6571.828232,1290244.0,72.0,38.5,33.04,99.96,Good,65.17885176303564,11.073598459572551
2024-2025,March,ASSAM,CACHAR,1475438.0,248.075169312997,32.0,58.0,26230.0,8283.0,149327.375,13324.0,32691.0,3114.0,4968.768807501,57871.0,63436.0,145136.0,185491.0,45.0,343037.0,416083.0,61342.0,4709.1836508,837527.0,92.0,28.48,12.99,100.65,Good,42.309138664342335,10.965988954191879
2024-2025,March,ASSAM,BAKSA,2359377.0,248.93743114371,39.0,113.0,26230.0,9863.0,101494.0,6976.0,460323.625,71904.0,6334.276463735,57511.0,72030.0,97966.0,158714.0,227.5,147543.0,229356.0,41360.0,5673.338822,1466681.0,93.0,33.79,1.01,100.34,Good,66.39827033474987,10.959748900663708
2024-2025,March,ASSAM,SOUTH SALMARA-MANKACHAR,801696.0,248.520389146723,24.0,37.0,26230.0,1947.0,10482.0,1005.0,1978.0,701.0,2336.394778419,26803.0,30066.0,78685.0,101929.0,0.0,140116.0,172011.0,30887.0,1652.516446,318983.0,96.0,15.25,4.7,99.81,Good,56.15704130863,10.196306409093062
2024-2025,March,ASSAM,TAMULPUR,850782.0,247.27174392912,31.0,14.0,23868.0,7705.0,108271.0,15238.0,436046.0,47847.0,2893.579727899,29720.0,41333.0,61429.0,117646.0,23.0,116375.0,196957.0,31573.0,2279.60068,543199.0,92.0,33.28,3.86,100.58,Good,52.785392051557466,10.29960914564114
2024-2025,,ASSAM,BARPETA,1428933.0,249.171347768958,33.0,163.5,19309.0,4726.0,89687.0,8783.0,12438.0,2203.0,5109.357976929,42126.0,61271.0,165448.0,279480.0,227.5,257906.0,419387.0,24035.0,3504.415603,650169.0,88.0,38.06,0.94,100.02,Good,64.1505044473568,10.648444144272437
2024-2025,,ASSAM,SONITPUR,2059820.0,247.926774183707,33.0,58.0,21097.0,7454.0,58693.0,5841.0,87395.0,9209.0,6467.449199553,64800.0,73660.0,127563.0,166953.0,227.5,233672.0,289251.0,28551.0,5444.91575,1310254.0,88.0,51.15,15.44,100.09,Good,54.59062275326099,11.079076314320059
2024-2025,,ASSAM,LAKHIMPUR,1878228.0,247.452811107953,33.0,92.0,26230.0,12653.0,120356.0,15227.0,460323.625,80610.0,7143.232908522,68170.0,108683.0,142724.0,295511.0,227.5,226278.0,436130.0,42226.0,5606.162213,1204815.0,90.0,45.01,8.27,99.91,Good,63.07462501878221,11.12977453345857
2024-2025,,ASSAM,Morigaon,1753223.0,248.729223408582,32.0,59.0,26230.0,8864.0,149327.375,26372.0,312735.0,32464.0,5931.08747913,63020.0,91511.0,143160.0,250268.0,227.5,219086.0,353554.0,46922.0,5118.67082,1084815.0,92.0,44.54,18.76,100.33,Good,65.34420273317328,11.05122328316379
2024-2025,,ASSAM,JORHAT,1231660.0,248.982720531269,29.0,64.0,6719.0,3322.0,78145.0,8315.0,182352.0,11696.0,3918.433567412,45736.0,52320.0,89598.0,136502.0,227.5,171132.0,239734.0,10041.0,3339.0848566,862253.0,73.0,58.0,11.51,100.03,Good,52.356076011499894,10.730662877319089
2024-2025,,ASSAM,SIVASAGAR,1357218.0,250.064089737386,31.0,126.0,7880.0,5747.0,75396.0,8456.0,236076.0,14538.0,4645.622228503,43124.0,61505.0,84845.0,162469.0,227.5,125753.0,221703.0,13627.0,3446.71587,753080.0,77.0,45.57,17.64,100.0,Good,67.46956335037733,10.67185815433366
2024-2025,,ASSAM,CACHAR,1463489.0,248.945821360355,32.0,57.0,26230.0,8254.0,149327.375,13325.0,32201.0,3118.0,4922.952797501,57421.0,62922.0,145028.0,185353.0,44.0,342935.0,415975.0,61245.0,4663.3676408,826916.0,92.0,28.28,12.84,100.65,Good,42.29022992695409,10.958182784137781
2024-2025,,ASSAM,Biswanath,2510135.0,247.396966831041,41.0,163.5,24367.0,9523.0,149327.375,12586.0,460323.625,35213.0,8405.946894008124,68484.0,96684.0,103300.0,163455.0,227.5,145898.0,214777.0,33890.0,7075.909503,1536031.75,88.0,39.05,9.81,100.65,Good,70.80288969005744,11.134370022168921
2024-2025,,ASSAM,BAJALI,392101.0,248.130924966091,32.0,37.0,8978.0,1302.0,8040.0,1929.0,5401.0,1682.0,1507.751926845,11128.0,16400.0,39535.0,75065.0,79.0,62394.0,110465.0,10280.0,890.916567400001,186767.0,90.0,33.12,0.42,100.04,Good,63.363464435682914,9.317309592973425
2024-2025,,ASSAM,WEST KARBI ANGLONG,284766.0,247.459427220461,33.0,7.0,3064.0,5858.0,5832.0,1635.0,315191.0,41979.0,965.8135773,11205.0,14248.0,29586.0,57496.0,39.0,63662.0,114228.0,8922.0,921.09348,243324.0,92.0,47.04,3.62,99.53,Bad,46.473563507272786,9.32420462812523
2024-2025,March,ASSAM,Sribhumi,1879686.0,247.083063968285,34.0,48.0,26230.0,8429.0,149327.375,22915.0,23827.0,1812.0,7679.90762718599,66624.0,79534.0,135602.0,180796.0,227.5,219221.0,274722.0,48213.0,5692.178557,1082208.0,94.0,61.38,5.32,100.0,Good,61.85630026320471,11.106835161468146
2024-2025,March,ASSAM,SOUTH SALMARA-MANKACHAR,801696.0,248.404312289579,24.0,37.0,26230.0,1947.0,10512.0,1005.0,1982.0,701.0,2647.02585531,26964.0,30239.0,78704.0,101950.0,0.0,140136.0,172032.0,30889.0,1668.206356,322950.0,96.0,15.36,4.67,99.81,Good,56.16258491750871,10.202295007771328
2024-2025,March,ASSAM,TAMULPUR,850782.0,247.406553713872,31.0,14.0,23891.0,7759.0,109506.0,15256.0,439803.0,47877.0,2917.883813539,29832.0,41516.0,61458.0,117708.0,23.0,116381.0,196976.0,31650.0,2300.74735,548065.0,92.0,33.36,3.88,100.57,Good,52.80758886759867,10.30337044234806
2024-2025,March,ASSAM,KOKRAJHAR,3301707.0,248.594201890598,41.0,163.5,26230.0,14163.0,50501.0,5686.0,460323.625,113522.125,8405.946894008124,91194.0,136154.0,151113.0,307784.0,227.5,247060.0,489473.0,54205.0,7185.215666187501,1536031.75,89.0,59.04,4.72,100.65,Good,61.16449445478831,11.420755349998098
